,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
28471960,ventricular tachycardia,cardiovascular death,patients,myocarditis,acute myocarditis,ventricular tachycardia,VT,myocarditis,VT,VT,patients,patients,myocarditis,heart disease,ventricular arrhythmias,patients,myocarditis,myocarditis,patients,VT,person,myocarditis,person,cardiovascular death,myocarditis,VT,patients,myocarditis,VT,myocarditis,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30823367,stomach cancer,talc,asbestos,herbal medicine,stomach cancer,talc powder,asbestos,participants,stomach cancer,persons,stomach cancer,persons,stomach cancer,talc,stomach cancer,persons,talc,stomach cancer,stomach cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31471222,diabetes,patients,diabetes,diabetes,patients,patients,diabetes,patients,diabetes,outpatient,participants,cancer,heart failure,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31593109,hip fracture,people,hip fracture,hip fracture,hip fracture,hip fracture,hip fracture,patient,hip fracture,hip fracture,hip fracture,hip fracture,hip fracture,hip fracture,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30981057,allergic rhinitis increases,panic disorder,allergy,panic disorder,allergic rhinitis,panic disorder,steroid,allergic rhinitis,panic disorder,people,allergic rhinitis,rhinitis,allergic rhinitis,panic disorder,steroids,asthma,atopic dermatitis,allergic conjunctivitis,attention deficit hyperactivity disorder,depression,allergic rhinitis,panic disorder,panic disorders,depression,patient,psychosocial,allergic rhinitis,panic disorder,allergy rhinitis,people,panic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29847653,endophthalmitis,endophthalmitis,intraocular inflammation,endophthalmitis,patients,endophthalmitis,endophthalmitis,patients,endophthalmitis,renal disease,septicemia,pneumonia,tumors,diabetes mellitus,DM,patients,hypertension,depression,anxiety,hyperlipidemia,thyrotoxicosis,liver disease,injury,endophthalmitis,renal disease,septicemia,pneumonia,neoplasia,especially catastrophic illness,DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29954703,schizophrenia,patients,schizophrenia,patients,participants,HIV,gonorrhea,infection,patients,patients,HIV,substance abuse,HIV,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30177489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30054112,inflammatory bowel disease,inflammatory bowel disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29360736,patients,end-stage liver diseases,people,people,men,women,people,people,donor,donor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30852529,patient,patient,patient,patient,PARTICIPANTS,participants,patients,patient,patients,patient,patient,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29903010,prostate cancer,prostate cancer,labor,people,type of cancer,person,men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28217938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28838246,people,person,person,person,person,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30875672,stroke,patients,depression,depression,stroke,patients,depression,stroke,patients,depression,patients,depression,patients,stroke,stroke,patients,stroke,stroke,hemorrhagic,ischemic stroke,stroke,stroke,depression,stroke,depression,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946325,parkinson disease,sjogren syndrome,parkinson disease,PD,patients,sjogren syndrome,patients,PD,PD,patients,PD,cevimeline,pilocarpine,hydroxychloroquine,methylprednisolone,patients,hydroxychloroquine,PD,patients,PD,PD,patients,PD,PD,patients,hydroxychloroquine,PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31747429,overactive bladder and bladder pain syndrome,interstitial cystitis,sjogren's syndrome,patients,overactive bladder,OAB,bladder pain syndrome,interstitial cystitis,BPS,sjogren's syndrome,patients,participants,participants,OAB,BPS,patients,patients,OAB,BPS,patients,OAB,BPS,patients,patients,patients,dry eyes,dry mouth,patients,OAB,BPS,glandular dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31914046,x-index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30448092,alcohol,diabetes mellitus,amp,alcohol,diabetes,insulin,alcohol,alcohol,diabetes,alcohol,diabetes,diabetes,participants,diabetes,alcohol,diabetes,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31426781,diabetes,patients,chronic conditions,diabetes,patients,patients,type 2 diabetes,patients,diabetes,diabetes,patients,diabetes,patients,diabetes,diabetes,patients,patients,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29544612,patient,cardiovascular diseases,patient,coronary syndrome,heart failure,dyslipidemia,atrial fibrillation,sudden arrhythmia death syndrome,patients,cardiovascular disease,patients,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31027123,pyogenic liver abscess,patients,diabetes mellitus,pyogenic liver abscess,patients,type 2 diabetes mellitus,patients,patients,biliary tract diseases,liver cirrhosis,patients,patients,biliary tract diseases,liver cirrhosis,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29145407,outpatient,cox,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31131891,schizophrenia,patient,schizophrenia,patients,patients,patients,schizophrenia,outpatient,psychiatric,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29857437,patient,chronic diseases,people,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29179881,CGMH,patients,outpatient,outpatient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31710856,venous thromboembolism,patients,depressive,schizophrenic disorders,venous thromboembolism,VTE,patients,depressive,schizophrenic disorders,information regarding psychiatric illnesses,patients,depressive,schizophrenic disorders,VTE,VTE,deep vein thrombosis,DVT,pulmonary embolism,PE,patients,depressive,schizophrenic disorders,DVT,PE,DVT,PE,patients,depressive,schizophrenic disorders,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31660863,osteoporosis,hip fracture,osteoporosis,hip fractures,patients,hip fracture,osteoporosis,patients,patients,osteoporosis,patients,osteoporosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28809934,parkinson's disease,parkinson's disease,PD,beneficiaries,people,PD,dementia,stroke,diabetes,PD,PD,PD,PD,PD,SO2,O3,CO,nox,NO2,THC,CH4,NMHC,PD,PD,dementia,stroke,depression,head injury,sleep disorder,hypertension,PD,PD,metal,PM,PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30706354,viral hepatitis,hepatitis b,viral hepatitis,hepatitis b virus,viral hepatitis,infections of hepatitis viruses,viral hepatitis,viral hepatitis,viral hepatitis,viral hepatitis,viral hepatitis,viral hepatitis,viral hepatitis,viral hepatitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29190572,anxiety disorders,tinnitus,anxiety,anxiety disorders,tinnitus,patients,tinnitus,people,tinnitus,tinnitus,diabetes mellitus,hypertension,hyperlipidemia,head injury,meniere's disease,sensorineural hearing impairment,renal disease,coronary artery disease,cerebrovascular disease,tinnitus,patients,tinnitus,OR=1.99,patients,tinnitus,tinnitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27287671,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28436278,glaucoma,parkinson's disease,glaucoma,parkinson's disease,glaucoma,parkinson's disease,people,glaucoma,glaucoma,glaucoma,non-glaucoma,glaucoma,parkinson's disease,parkinson's disease,glaucoma,parkinson's disease,glaucoma,non-glaucoma,person,parkinson's disease,glaucoma,glaucoma,people,glaucoma,parkinson's disease,glaucoma,parkinson's disease,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31374345,lung cancer,influenza,influenza virus,influenza,lung cancer,patients,patients,lung cancer,influenza,lung cancer,influenza,lung cancer,lung cancer,influenza,influenza,lung cancer,influenza,patients,influenza,lung cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29715272,cardiac arrest,cardiac arrest,cardiac arrest,patients,cardiac arrest,patients,diabetes mellitus,acute coronary syndrome,patients,chronic obstructive pulmonary disease,cardiac arrest,cardiac arrest,death,cardiac arrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29057990,spinal cord injury,alzheimer's disease,alzheimer's disease,AD,patients,spinal cord injury,patients,patients,AD,patient,AD,AD,AD,AD,patients,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30681554,patients,dementia,dementia,patients,CHF,behavioral disorders,patients,dementia,CHF,patients,dementia,patients,dementia,dementia,patients,patients,chf for mental and nervous system diseases,outpatient,dementia,dementia,CHF,mental and nervous system disorders,dementia,CHF,benzodiazepines,dementia,benzodiazepines,dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26811230,schizophrenia,schizophrenia,schizophrenic,schizophrenic,patients,men,women,schizophrenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30036974,patients,children,children,congenital diseases,patients,patients,chronic diseases,patients,epilepsy,congenital anomalies,diabetes,airway infections/diseases,gastroenteritis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29316009,pneumonia in bipolar disorder,patients,bipolar disorder,pneumonia,pneumonia,pneumonia,patients,patients,pneumonia,patients,pneumonia,pneumonia,pneumonia,pneumonia,person,pneumonia,patients,pneumonia,hypertension,diabetes mellitus,cancer,asthma,pneumonia,pneumonia,pneumonia,patients,patients,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30882685,serous chorioretinopathy,renal disease,central serous chorioretinopathy,end-stage renal disease,ESRD,ESRD,patients,patients,patient,ESRD,patients,coronary artery disease,peptic ulcer,obstructive sleep apnea,ESRD,patients,ESRD,patients,patients,ESRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30060176,urate,patients,gout,gout,urate,patients,patients,gout,people,gout,gout,patients,cddd,patients,gout,people,gout,gout,patients,gout,person,person,patients,gout,cddd,cddd,cddd,cddd,gout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29462914,people,hip fracture,hip fracture,people,patients,hip fracture,participants,people,patients,hip fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29262809,asthma,asthma,asthma,asthma,patients,asthma,patients,asthma,asthma,asthma,asthma,asthma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31688553,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31088562,chronic fatigue syndrome,psoriasis,chronic fatigue syndrome,infections,chronic fatigue syndrome,psoriasis,patients,psoriasis,participants,psoriasis,psoriasis,cox,person,psoriasis,psoriasis,psoriasis,psoriasis,patients,psoriasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30510378,chronic pancreatitis,pancreatitis,patients,acute pancreatitis,patients,patients,obstructive pancreatitis and biliary pancreatitis,patients,patients,patients,patients,patients,patients,alcoholism,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30865106,barium,enema,colorectal cancer,cancer,cancer,patients,barium,enema,colonic condition,patients,patients,patients,cancer,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29430641,patients,schizophrenia,patients,schizophrenia,patients,schizophrenic disorder,schizophrenic disorders,DDD,patients,person,DDD,amisulpride,aripiprazole,clozapine,risperidone,sulpiride,clozapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30118835,herbal medicine,fracture,patients,parkinson's disease,parkinson's disease,PD,herbal medicine,CHM,PD,CHM,fracture,patients,PD,fracture,patients,PD,patients,PD,patients,patients,fractures,fracture,shi-chang-pu,acorus gramineus,yuan-zhi,polygala tenuifolia willd,fritillaria cirrhosa d. don,sepia esculenta,gastrodia elata blume,herbal medicine,PD,patients,PD,complementary chm,fracture,PD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28390753,precancerous oral submucous fibrosis,fibrosis,patients,patients,men,women,patients,men,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26432033,asthma and anxiety,asthma,anxiety,asthma,anxiety,asthma,asthma,asthma,outpatient,anxiety,prednisone,cardiovascular disease,"diabetes, depression disorder",asthma,panic disorder,anxiety disorder,asthma,anxiety,depression disorder,prednisone,anxiety,anxiety,prednisone,asthma,asthma and anxiety disorder,prednisone,asthma,anxiety disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31242251,sudden sensorineural hearing loss,patients,dysrhythmia,dysrhythmia,sensorineural hearing loss,patients,dysrhythmia,dysrhythmia,patients,dysrhythmia,sudden sensorineural hearing loss,patients,dysrhythmia,dysrhythmia,person,patients,dysrhythmia,dysrhythmia,men,women,dysrhythmia,dysrhythmia,patients,dysrhythmia,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30216996,patient,children,patients,tcmps,insufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28481318,patients,patients,patients,upper respiratory tract infections,hypertension,diabetes mellitus,dyslipidemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31517851,fever,fever,patients,unexplained fever,GB,patients,fever,patients,unexplained fever,GB,GB,patients,unexplained fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29405014,patient,terminal illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29356425,cancer,end-stage renal disease,patients,cancer,cancer,cancer,PD,HD,patients,PD,patients,HD,patients,patients,patients,cancer,thyroid cancers,patients,cancer,HD,patients,cancer,patients,cancer,nonuremia,cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29856821,ESRD,patients,chronic kidney disease,CKD,renal disease,CKD,patients,patient,patients,P4P,CKD,arteriovenous fistulas,P4P,P4P,P4P,CKD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30313085,patients,diabetes,patients,diabetes,diabetes,diabetes,patients,diabetes,patients,diabetes,patients,patients,diabetes,men,nontraumatic diabetic,persons,diabetes,diabetes,patients,diabetes,diabetic,patients,diabetes,patients,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26940114,psychiatric,patients,psychosis,psychiatric,patients,psychosis,patients,psychiatric,PARTICIPANTS,patients,psychotic disorder,patients,psychiatric,psychiatric,outpatient,patients,patients,rural versus urban,patients,psychiatric,patients,psychosis,rural-dwelling,patients,psychosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30400380,traumatic head injuries,injury,death,head injury,patient,trauma,patients,head injury,head injury,person,injury,death,death,head injury,rural area trauma,head injury,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28671319,cataract,cataract,AMD,patients,cataract operations,AMD,patients,patients,AMD,patient,patients,neovascular amd,neovascular amd,person,patients,cataract,patients,patients,neovascular amd,patients,cataract operation,patients,diabetes,hypertension,cardiovascular disease,hyperlipidaemia,cataract,neovascular amd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30528501,thyroid diseases,people,psoriatic disease,psoriasis,thyroid diseases,thyroid diseases,psoriasis,patients,thyroid diseases,psoriasis,psoriatic arthritis,patients,psoriatic arthritis,psoriatic arthritis,psoriasis,psoriasis,psoriatic arthritis,psoriasis,hyperthyroidism,psoriatic arthritis,psoriasis,graves disease,psoriatic arthritis,psoriasis,hypothyroidism,psoriatic arthritis,psoriasis,hashimoto thyroiditis,psoriatic arthritis,psoriasis,psoriasis,people,psoriatic disease,thyroid diseases,hyperthyroidism,hypothyroidism,thyroiditis,graves disease,hashimoto thyroiditis,psoriasis,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29045916,deaths,patients,end-stage renal disease,patients,patients,end-stage renal disease,ESRD,ESRD,patients,patient,ESRD,patients,patient,SMR,patient,SMR,SMR,patients,mental disorders,ESRD,patients,ESRD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27302718,bipolar disorder,patients,COPD,chronic obstructive pulmonary disease,COPD,COPD,bipolar disorder,COPD,COPD,COPD,outpatient,bipolar disorder,prednisone,diabetes,hypertension,hyperlipidemia,cardiovascular diseases,bipolar disorder,COPD,prednisone,outpatient,bipolar disorder,COPD,bipolar disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31484551,patient,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29726724,behcet's disease,persons,behcet's disease,persons,patients,behcet's disease,uveitis,patients,behcet's disease,person,patients,behcet's disease,patients,uveitis,patients,uveitis,behcet's disease,patients,uveitis,patients,behcet's disease,patients,uveitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31152300,type ii diabetes mellitus,amyotrophic lateral sclerosis,type ii diabetes mellitus,ALS,patients,patients,patients,diabetes mellitus,cox,ALS,patients,ALS,ALS,ALS,patients,patients,hypertension,ALS,patients,patients,hyperlipidemia,ALS,patients,ALS,hypertension,ALS,hyperlipidemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29066257,cancer,patients,schizophrenia,cancer,patients,schizophrenia,schizophrenia,patients,cancers,schizophrenia cohort,patients,cancer,schizophrenia; non-schizophrenia cohort,cancer,patients,schizophrenia,death,schizophrenia,schizophrenia,patients,schizophrenia,patients,death,cancer,patients,schizophrenia,patients,schizophrenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29369913,necrotizing fasciitis,necrotizing fasciitis,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27090345,patients,stroke,stroke,patients,stroke,patients,stroke,patients,patients,stroke,patients,hemorrhagic stroke,patients,ischemic stroke,stroke,patients,stroke,patients,dan-shen,salvia miltiorrhiza bunge,myalgia,myositis,fasciitis,insomnia,mental disorders,anxiety,depression,stroke,ischemic stroke,hemorrhagic stroke,stroke,patients,dan-shen,stroke,patients,dan-shen,stroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28499829,children,children,patients,patients,children,children,children,fructus hordei germinatus,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29502088,pyogenic liver abscess,pyogenic liver abscess,patients,patients,patients,PARTICIPANTS,patients,patients,patients,person,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,prostate cancer,ischemic heart disease,patients,patients,ischemic heart disease,IHD,prostate cancer,patients,prostate cancer,prostate cancer,patients,prostate cancer,men,IHD,prostate cancer,cox,advanced prostate cancer,IHD,prostate cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29727071,type 2 diabetes,attention-deficit/hyperactivity disorder,attention-deficit/hyperactivity disorder,ADHD,type 2 diabetes mellitus,DM,obesity,hypertension,dyslipidemia,ADHD,DM,ADHD,participants,DM,ADHD,DM,ADHD,ADHD,DM,DM,ADHD,ADHD,DM,ADHD,ADHD,DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30144247,osteoporotic fracture,patients,osteoporotic fracture,osteoporosis,patients,vertebral fracture,patients,patients,patients,vertebral fracture,patients,patients,hip fractures,patients,patients,patients,vertebral fractures,patients,patients,osteoporotic fractures,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30917868,pulmonary arterial hypertension,patients,systemic lupus erythematosus,pulmonary arterial hypertension,patients,systemic lupus erythematosus,SLE,SLE,patients,SLE,patients,patients,SLE,patients,SLE,patients,SLE,hypertension,SLE,patients,SLE,patients,SLE,SLE,hypertension,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30486808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30832451,sjogren's syndrome,xerostomia,dry mouth,sjogren's syndrome,autoimmune disease,xerostomia,patients,periodontal disease,PD,PD,patients,PD,patients,patients,PD,patients,patients,PD,patients,PD,patients,PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29555406,hepatocellular carcinoma,hepatocellular carcinoma,hepatocellular carcinoma,hepatocellular carcinoma,hepatocellular carcinoma,alcohol,liver disease,diabetes mellitus,hepatocellular carcinoma,hepatocellular carcinoma,alcohol,liver disease,diabetes mellitus,hepatocellular carcinoma,people,hepatocellular carcinoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29439699,oil,bronchitis,women,respiratory diseases,women,bronchitis,women,bronchitis,women,chronic bronchitis,women,women,bronchitis,bronchitis,pulmonary disease,women,chronic bronchitis,kitchen smokiness,bronchitis,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27484184,cancer,patients,cancer,outpatient,cancer,patients,patients,patients,patient,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26243356,osteoporotic fractures,women,fracture,women,fracture,hip fractures,osteoporosis across fracture,death,osteoporotic fractures,fracture,women,patients,fracture,osteoporotic fracture,women,women,fracture,hip fractures,vertebral fractures,fractures,fractures,fractures,patients,osteoporotic fractures,death,hip fractures,fracture,osteoporotic fractures,hip fractures,osteoporosis,fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
