PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31029265","Improving medication safety by cloud technology: Progression and value-added applications in Taiwan","Liao CY, Wu MF, Poon SK, Liu YM, Chen HC, Wu CL, Sheu WH, Liou WS.","Int J Med Inform. 2019 Jun;126:65-71. doi: 10.1016/j.ijmedinf.2019.03.012. Epub 2019 Mar 20.","Liao CY","Int J Med Inform","2019","2019/04/29","","","10.1016/j.ijmedinf.2019.03.012"
"30075592","The increase in total knee replacement surgery in Taiwan: A 15-year retrospective study","Lin FH, Chen HC, Lin C, Chiu YL, Lee HS, Chang H, Huang GS, Chang HL, Yeh SJ, Su W, Wang CC, Su SL.","Medicine (Baltimore). 2018 Aug;97(31):e11749. doi: 10.1097/MD.0000000000011749.","Lin FH","Medicine (Baltimore)","2018","2018/08/05","PMC6081077","","10.1097/MD.0000000000011749"
"31477104","Inequality in outpatient resource utilization among older adults during the 2007-2008 financial crisis: findings from Taiwan","Chu CL, Chu YH, Lin CY, Hsieh YP, Ho CS, Su YY, Liu CN.","BMC Health Serv Res. 2019 Sep 2;19(1):621. doi: 10.1186/s12913-019-4466-6.","Chu CL","BMC Health Serv Res","2019","2019/09/04","PMC6721238","","10.1186/s12913-019-4466-6"
"31248659","Trends in antidiabetic medical treatment from 2005 to 2014 in Taiwan","Chu CH, Hsu CC, Lin SY, Chuang LM, Liu JS, Tu ST.","J Formos Med Assoc. 2019 Nov;118 Suppl 2:S74-S82. doi: 10.1016/j.jfma.2019.06.001. Epub 2019 Jun 25.","Chu CH","J Formos Med Assoc","2019","2019/06/29","","","10.1016/j.jfma.2019.06.001"
"27052114","Urologic cancer in Taiwan","Hung CF, Yang CK, Ou YC.","Jpn J Clin Oncol. 2016 Jul;46(7):605-9. doi: 10.1093/jjco/hyw038. Epub 2016 Apr 6.","Hung CF","Jpn J Clin Oncol","2016","2016/04/08","","","10.1093/jjco/hyw038"
"31536611","Risk of major autoimmune diseases in female breast cancer patients: A nationwide, population-based cohort study","Chen HH, Lin CH, Chen DY, Chao WC, Chen YH, Hung WT, Chou YY, Wu YD, Chen CC.","PLoS One. 2019 Sep 19;14(9):e0222860. doi: 10.1371/journal.pone.0222860. eCollection 2019.","Chen HH","PLoS One","2019","2019/09/20","PMC6752851","","10.1371/journal.pone.0222860"
"26731557","Updated findings on neurodevelopmental disorders in Taiwan: impact of the institutionalized national healthcare system on prevalence and health outcomes","Wang KY.","Curr Opin Psychiatry. 2016 Mar;29(2):144-8. doi: 10.1097/YCO.0000000000000229.","Wang KY","Curr Opin Psychiatry","2016","2016/01/06","","","10.1097/YCO.0000000000000229"
"29501070","Risk of suicide attempts in adolescents and young adults with attention-deficit hyperactivity disorder: a nationwide longitudinal study","Huang KL, Wei HT, Hsu JW, Bai YM, Su TP, Li CT, Lin WC, Tsai SJ, Chang WH, Chen TJ, Chen MH.","Br J Psychiatry. 2018 Apr;212(4):234-238. doi: 10.1192/bjp.2018.8. Epub 2018 Mar 4.","Huang KL","Br J Psychiatry","2018","2018/03/05","","","10.1192/bjp.2018.8"
"30479027","Temporal trends and patterns in carbamazepine use, related severe cutaneous adverse reactions, and HLA-B*15:02 screening: A nationwide study","Lin CW, Huang WI, Chao PH, Chen WW, Hsiao FY.","Epilepsia. 2018 Dec;59(12):2325-2339. doi: 10.1111/epi.14599. Epub 2018 Nov 26.","Lin CW","Epilepsia","2018","2018/11/28","","","10.1111/epi.14599"
"31799935","Blockchain-Enabled iWellChain Framework Integration With the National Medical Referral System: Development and Usability Study","Lo YS, Yang CY, Chien HF, Chang SS, Lu CY, Chen RJ.","J Med Internet Res. 2019 Dec 4;21(12):e13563. doi: 10.2196/13563.","Lo YS","J Med Internet Res","2019","2019/12/05","PMC6920914","","10.2196/13563"
"29033109","Three years of the nationwide post-acute stroke care program in Taiwan","Hsieh CY, Tsao WC, Lin RT, Chao AC.","J Chin Med Assoc. 2018 Jan;81(1):87-88. doi: 10.1016/j.jcma.2017.09.003. Epub 2017 Oct 9.","Hsieh CY","J Chin Med Assoc","2018","2017/10/17","","","10.1016/j.jcma.2017.09.003"
"30466187","Risk of psychiatric disorders in rosacea: A nationwide, population-based, cohort study in Taiwan","Hung CT, Chiang CP, Chung CH, Tsao CH, Chien WC, Wang WM.","J Dermatol. 2019 Feb;46(2):110-116. doi: 10.1111/1346-8138.14705. Epub 2018 Nov 22.","Hung CT","J Dermatol","2019","2018/11/23","","","10.1111/1346-8138.14705"
"30648239","[Cost-Effective, Easy-to-Implement, but Still-Neglected Oral Hygiene]","Chen MY.","Hu Li Za Zhi. 2019 Feb;66(1):4. doi: 10.6224/JN.201902_66(1).01.","Chen MY","Hu Li Za Zhi","2019","2019/01/17","","","10.6224/JN.201902_66(1).01"
"30760249","Migraine and increased risk of developing open angle glaucoma: a population-based cohort study","Huang JY, Su CC, Wang TH, Tsai IJ.","BMC Ophthalmol. 2019 Feb 13;19(1):50. doi: 10.1186/s12886-019-1062-9.","Huang JY","BMC Ophthalmol","2019","2019/02/15","PMC6375150","","10.1186/s12886-019-1062-9"
"31752791","Trends in the utilization of acupuncture among children in Taiwan from 2002 to 2011: a nationwide population-based study","Wang C, Lee YC, Wu MY, Lin CL, Sun MF, Lin JG, Yen HR.","BMC Complement Altern Med. 2019 Nov 21;19(1):328. doi: 10.1186/s12906-019-2753-8.","Wang C","BMC Complement Altern Med","2019","2019/11/23","PMC6873541","","10.1186/s12906-019-2753-8"
"30274936","Assessing quality of primary diabetes care in South Korea and Taiwan using avoidable hospitalizations","Kim H, Cheng SH.","Health Policy. 2018 Nov;122(11):1222-1231. doi: 10.1016/j.healthpol.2018.09.009. Epub 2018 Sep 18.","Kim H","Health Policy","2018","2018/10/03","","","10.1016/j.healthpol.2018.09.009"
"31239301","National retrospective cohort study to identify age-specific fatality risks of comorbidities among hospitalised patients with influenza-like illness in Taiwan","Weng TC, Chiu HR, Chen SY, Shih FY, King CC, Fang CC.","BMJ Open. 2019 Jun 24;9(6):e025276. doi: 10.1136/bmjopen-2018-025276.","Weng TC","BMJ Open","2019","2019/06/27","PMC6597649","","10.1136/bmjopen-2018-025276"
"27073041","Effects and Factors Related to Adherence to A Diabetes Pay-for-Performance Program: Analyses of a National Health Insurance Claims Database","Chi MJ, Chou KR, Pei D, Hwang JS, Quinn L, Chung MH, Liao YM.","J Am Med Dir Assoc. 2016 Jul 1;17(7):613-9. doi: 10.1016/j.jamda.2016.02.033. Epub 2016 Apr 9.","Chi MJ","J Am Med Dir Assoc","2016","2016/04/14","","","10.1016/j.jamda.2016.02.033"
"28471960","Increased risk of ventricular tachycardia and cardiovascular death in patients with myocarditis during the long-term follow-up: A national representative cohort from the National Health Insurance Research Database","Te ALD, Wu TC, Lin YJ, Chen YY, Chung FP, Chang SL, Lo LW, Hu YF, Tuan TC, Chao TF, Liao JN, Chien KL, Lin CY, Chang YT, Chen SA.","Medicine (Baltimore). 2017 May;96(18):e6633. doi: 10.1097/MD.0000000000006633.","Te ALD","Medicine (Baltimore)","2017","2017/05/05","PMC5419906","","10.1097/MD.0000000000006633"
"30823367","Stomach Cancer and Exposure to Talc Powder without Asbestos via Chinese Herbal Medicine: A Population-Based Cohort Study","Chang CJ, Yang YH, Chen PC, Peng HY, Lu YC, Song SR, Yang HY.","Int J Environ Res Public Health. 2019 Feb 28;16(5):717. doi: 10.3390/ijerph16050717.","Chang CJ","Int J Environ Res Public Health","2019","2019/03/03","PMC6427112","","10.3390/ijerph16050717"
"31471222","Pay-for-performance for shared care of diabetes in Taiwan","Lee IT, Hsu CC, Sheu WH, Su SL, Wu YL, Lin SY.","J Formos Med Assoc. 2019 Nov;118 Suppl 2:S122-S129. doi: 10.1016/j.jfma.2019.08.011. Epub 2019 Aug 27.","Lee IT","J Formos Med Assoc","2019","2019/09/01","","","10.1016/j.jfma.2019.08.011"
"31593109","Case-control study examining the association between hip fracture risk and statins therapy in old people","Cheng KC, Liao KF, Lin CL, Lin CC, Lai SW.","Medicine (Baltimore). 2019 Oct;98(41):e17476. doi: 10.1097/MD.0000000000017476.","Cheng KC","Medicine (Baltimore)","2019","2019/10/09","PMC6799492","","10.1097/MD.0000000000017476"
"30981057","Allergic rhinitis increases the risk of incident panic disorder among young individuals: A nationwide population-based cohort study in Taiwan","Hsieh MT, Liang SH, Yang YH, Kuo TY, Lin TY, Wang TN, Chen VC, Wu MH.","J Affect Disord. 2019 Jun 1;252:60-67. doi: 10.1016/j.jad.2019.04.037. Epub 2019 Apr 9.","Hsieh MT","J Affect Disord","2019","2019/04/14","","","10.1016/j.jad.2019.04.037"
"29847653","Epidemiology and Mortality-Related Prognostic Factors in Endophthalmitis","Weng TH, Chang HC, Chung CH, Lin FH, Tai MC, Tsao CH, Chien KH, Chien WC.","Invest Ophthalmol Vis Sci. 2018 May 1;59(6):2487-2494. doi: 10.1167/iovs.18-23783.","Weng TH","Invest Ophthalmol Vis Sci","2018","2018/05/31","","","10.1167/iovs.18-23783"
"29954703","Schizophrenia is associated with an increased risk of sexually transmitted infections: A nationwide population-based cohort study in Taiwan","Chen SF, Chiang JH, Hsu CY, Shen YC.","Schizophr Res. 2018 Dec;202:316-321. doi: 10.1016/j.schres.2018.06.050. Epub 2018 Jun 25.","Chen SF","Schizophr Res","2018","2018/06/30","","","10.1016/j.schres.2018.06.050"
"30177489","Situation of seven-day service among family medicine clinics in Taiwan: A nationwide survey","Chang WT, Wang YJ, Leu HI, Chen TJ, Hwang SJ, Chou LF, Lin MH.","J Chin Med Assoc. 2018 Nov;81(11):964-969. doi: 10.1016/j.jcma.2017.12.010. Epub 2018 Sep 1.","Chang WT","J Chin Med Assoc","2018","2018/09/05","","","10.1016/j.jcma.2017.12.010"
"30054112","Inflammatory bowel disease and its treatment in 2018: Global and Taiwanese status updates","Su HJ, Chiu YT, Chiu CT, Lin YC, Wang CY, Hsieh JY, Wei SC.","J Formos Med Assoc. 2019 Jul;118(7):1083-1092. doi: 10.1016/j.jfma.2018.07.005. Epub 2018 Jul 24.","Su HJ","J Formos Med Assoc","2019","2018/07/29","","","10.1016/j.jfma.2018.07.005"
"29360736","Demographic and Urbanization Disparities of Liver Transplantation in Taiwan","Wen PH, Lu CL, Strong C, Lin YJ, Chen YL, Li CY, Tsai CC.","Int J Environ Res Public Health. 2018 Jan 23;15(2):177. doi: 10.3390/ijerph15020177.","Wen PH","Int J Environ Res Public Health","2018","2018/01/24","PMC5857045","","10.3390/ijerph15020177"
"30852529","Assessment of patient experience profiles and satisfaction with expectations of treatment effects by using latent class analysis based on a national patient experience survey in Taiwan","Chiou SJ, Lee PC, Chang YH, Huang PS, Lee LH, Lin KC.","BMJ Open. 2019 Mar 8;9(3):e023045. doi: 10.1136/bmjopen-2018-023045.","Chiou SJ","BMJ Open","2019","2019/03/11","PMC6429738","","10.1136/bmjopen-2018-023045"
"29903010","A population-based study of the influence of socioeconomic status on prostate cancer diagnosis in Taiwan","Wu CC, Lin CH, Chiang HS, Tang MJ.","Int J Equity Health. 2018 Jun 15;17(1):79. doi: 10.1186/s12939-018-0792-2.","Wu CC","Int J Equity Health","2018","2018/06/16","PMC6003124","","10.1186/s12939-018-0792-2"
"28217938","Impact of Provider Competition under Global Budgeting on the Use of Cesarean Delivery","Chen B, Chen CS, Liu TC.","Health Serv Res. 2018 Apr;53(2):747-767. doi: 10.1111/1475-6773.12668. Epub 2017 Feb 19.","Chen B","Health Serv Res","2018","2017/02/21","PMC5867085","","10.1111/1475-6773.12668"
"28838246","Demographic and rural-urban variations in dental service utilization in Taiwan","Wen PC, Lee CB, Chang YH, Ku LE, Li CY.","Rural Remote Health. 2017 Jul-Sep;17(3):4161. doi: 10.22605/RRH4161. Epub 2017 Aug 24.","Wen PC","Rural Remote Health","2017","2017/08/26","","","10.22605/RRH4161"
"30875672","Acupuncture treatment is associated with a decreased risk of developing stroke in patients with depression: A propensity-score matched cohort study","Chen LY, Yen HR, Sun MF, Lin CL, Chiang JH, Lee YC.","J Affect Disord. 2019 May 1;250:298-306. doi: 10.1016/j.jad.2019.03.020. Epub 2019 Mar 5.","Chen LY","J Affect Disord","2019","2019/03/16","","","10.1016/j.jad.2019.03.020"
"30946325","Risk of Parkinson disease in Sjögren syndrome administered ineffective immunosuppressant therapies: A nationwide population-based study","Ju UH, Liu FC, Lin CS, Huang WY, Lin TY, Shen CH, Chou YC, Lin CL, Lin KT, Kao CH, Chen CH, Yang TY.","Medicine (Baltimore). 2019 Apr;98(14):e14984. doi: 10.1097/MD.0000000000014984.","Ju UH","Medicine (Baltimore)","2019","2019/04/05","PMC6455855","","10.1097/MD.0000000000014984"
"31747429","Overactive bladder and bladder pain syndrome/interstitial cystitis in primary Sjögren's syndrome patients: A nationwide population-based study","Lee CK, Tsai CP, Liao TL, Huang WN, Chen YH, Lin CH, Chen YM.","PLoS One. 2019 Nov 20;14(11):e0225455. doi: 10.1371/journal.pone.0225455. eCollection 2019.","Lee CK","PLoS One","2019","2019/11/21","PMC6867625","","10.1371/journal.pone.0225455"
"31914046","Whether productive authors using the national health insurance database also achieve higher individual research metrics: A bibliometric study","Hsieh WT, Chien TW, Kuo SC, Lin HJ.","Medicine (Baltimore). 2020 Jan;99(2):e18631. doi: 10.1097/MD.0000000000018631.","Hsieh WT","Medicine (Baltimore)","2020","2020/01/09","PMC6959956","","10.1097/MD.0000000000018631"
"30448092","Frequency of alcohol consumption and risk of type 2 diabetes mellitus: A nationwide cohort study","Lai YJ, Hu HY, Lee YL, Ko MC, Ku PW, Yen YF, Chu D.","Clin Nutr. 2019 Jun;38(3):1368-1372. doi: 10.1016/j.clnu.2018.06.930. Epub 2018 Jun 13.","Lai YJ","Clin Nutr","2019","2018/11/19","","","10.1016/j.clnu.2018.06.930"
"31426781","Variation in the 11-year trajectories of medical care seeking behaviors in diabetes patients under a single payer system: persisting gaps to be filled","Tsai TH, Huang N, Lin IF, Chou YJ.","BMC Health Serv Res. 2019 Aug 19;19(1):580. doi: 10.1186/s12913-019-4399-0.","Tsai TH","BMC Health Serv Res","2019","2019/08/21","PMC6699076","","10.1186/s12913-019-4399-0"
"29544612","The Taiwan Heart Registries: Its Influence on Cardiovascular Patient Care","Wu CK, Juang JJ, Chiang JY, Li YH, Tsai CT, Chiang FT.","J Am Coll Cardiol. 2018 Mar 20;71(11):1273-1283. doi: 10.1016/j.jacc.2018.02.006.","Wu CK","J Am Coll Cardiol","2018","2018/03/17","","","10.1016/j.jacc.2018.02.006"
"31027123","A cohort study of age and sex specific risk of pyogenic liver abscess incidence in patients with type 2 diabetes mellitus","Ko MC, Lin WH, Martini S, Chang YH, Chiu CT, Li CY.","Medicine (Baltimore). 2019 Apr;98(17):e15366. doi: 10.1097/MD.0000000000015366.","Ko MC","Medicine (Baltimore)","2019","2019/04/28","PMC6831277","","10.1097/MD.0000000000015366"
"29145407","Predicting mortality and hospitalization of older adults by the multimorbidity frailty index","Wen YC, Chen LK, Hsiao FY.","PLoS One. 2017 Nov 16;12(11):e0187825. doi: 10.1371/journal.pone.0187825. eCollection 2017.","Wen YC","PLoS One","2017","2017/11/18","PMC5690585","","10.1371/journal.pone.0187825"
"31131891","The effects of a schizophrenia pay-for-performance program on patient outcomes in Taiwan","Chen TT, Yang JJ, Hsueh YA, Wang V.","Health Serv Res. 2019 Oct;54(5):1119-1125. doi: 10.1111/1475-6773.13174. Epub 2019 May 27.","Chen TT","Health Serv Res","2019","2019/05/28","PMC6736919","","10.1111/1475-6773.13174"
"29857437","A Cloud Based Potentially Inappropriate Medication Management System Using Patient Owned Personal Health Records","Lee HA, Chao LR, Rau HH, Yang SD, Hsu CY.","Stud Health Technol Inform. 2018;250:208-212.","Lee HA","Stud Health Technol Inform","2018","2018/06/03","","",""
"29179881","Chang Gung Research Database: A multi-institutional database consisting of original medical records","Tsai MS, Lin MH, Lee CP, Yang YH, Chen WC, Chang GH, Tsai YT, Chen PC, Tsai YH.","Biomed J. 2017 Oct;40(5):263-269. doi: 10.1016/j.bj.2017.08.002. Epub 2017 Nov 10.","Tsai MS","Biomed J","2017","2017/11/29","PMC6138604","","10.1016/j.bj.2017.08.002"
"31710856","Increased risk for venous thromboembolism among patients with concurrent depressive, bipolar, and schizophrenic disorders","Lin CE, Chung CH, Chen LF, Chien WC.","Gen Hosp Psychiatry. 2019 Nov-Dec;61:34-40. doi: 10.1016/j.genhosppsych.2019.10.003. Epub 2019 Nov 8.","Lin CE","Gen Hosp Psychiatry","2019","2019/11/12","","","10.1016/j.genhosppsych.2019.10.003"
"31660863","Adherence to anti-osteoporosis medication associated with lower mortality following hip fracture in older adults: a nationwide propensity score-matched cohort study","Yu SF, Cheng JS, Chen YC, Chen JF, Hsu CY, Lai HM, Ko CH, Chiu WC, Su YJ, Cheng TT.","BMC Geriatr. 2019 Oct 28;19(1):290. doi: 10.1186/s12877-019-1278-9.","Yu SF","BMC Geriatr","2019","2019/10/30","PMC6819351","","10.1186/s12877-019-1278-9"
"28809934","Long-term exposure to air pollution and the incidence of Parkinson's disease: A nested case-control study","Chen CY, Hung HJ, Chang KH, Hsu CY, Muo CH, Tsai CH, Wu TN.","PLoS One. 2017 Aug 15;12(8):e0182834. doi: 10.1371/journal.pone.0182834. eCollection 2017.","Chen CY","PLoS One","2017","2017/08/16","PMC5557354","","10.1371/journal.pone.0182834"
"30706354","The impact of national viral hepatitis therapy program and hepatitis B vaccination program on mortality from acute and chronic viral hepatitis in Taiwan","Su SY.","Hepatol Int. 2019 Mar;13(2):157-164. doi: 10.1007/s12072-019-09931-w. Epub 2019 Jan 31.","Su SY","Hepatol Int","2019","2019/02/02","","","10.1007/s12072-019-09931-w"
"29190572","Increased prevalence and risk of anxiety disorders in adults with tinnitus: A population-based study in Taiwan","Lin CE, Chen LF, Chou PH, Chung CH.","Gen Hosp Psychiatry. 2018 Jan-Feb;50:131-136. doi: 10.1016/j.genhosppsych.2017.11.006. Epub 2017 Nov 16.","Lin CE","Gen Hosp Psychiatry","2018","2017/12/01","","","10.1016/j.genhosppsych.2017.11.006"
"27287671","The Effect of Free Adult Preventive Care Services on Subsequent Utilization of Inpatient Services in Taiwan","Tian WH.","Int J Health Serv. 2016 Jul;46(3):547-65. doi: 10.1177/0020731416654661. Epub 2016 Jun 10.","Tian WH","Int J Health Serv","2016","2016/06/12","","","10.1177/0020731416654661"
"28436278","Glaucoma correlates with increased risk of Parkinson's disease in the elderly: a national-based cohort study in Taiwan","Lai SW, Lin CL, Liao KF.","Curr Med Res Opin. 2017 Aug;33(8):1511-1516. doi: 10.1080/03007995.2017.1322570. Epub 2017 May 24.","Lai SW","Curr Med Res Opin","2017","2017/04/25","","","10.1080/03007995.2017.1322570"
